stt,unnamed_1,linh_vuc,so_tiep_nhan,ngay_tiep_nhan,han_tra,ket_qua,ten_co_so,chu_co_so,đia_chi,phuong_xa,quan_huyen,so_gcn_dkkd,loai_hinh_co_so,so_gcn_attp,ngay_cap_gcn_attp,so_gcn_cap_lan_2,ngay_cap_lan_2,so_gcn_cap_đau_tien,ngay_cap_dau_tien,chuyen_vien_thu_ly,tinh_thanh,ten_co_so_norm,quan_huyen_norm,phuong_xa_norm,thoi_han_gcn_attp,processing_days,attp_valid
3113,,CT,,2023-07-18,2023-08-16,,đia điem kinh doanh - cong ty co phan sai gon h d - cua hang genshai,HỒ ĐẮC NGỌC,"Lô RP - 01 , Tầng 1 , Trung Tâm Thương Mại Faifo Lane , Số 02 Đường Phan Văn Đáng",thanh my loi,thu đuc,,ban le nhom san pham theo danh muc,3113,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh - cong ty co phan sai gon h d - cua hang genshai,thu đuc,thanh my loi,2026-08-02,16.0,True
3114,,CT,,2023-07-21,2023-08-21,,chi nhanh tong cong ty thuong mai sai gon - tnhh mot thanh vien - trung tam đieu hanh cua hang tien loi satra (satrafoods) - cua hang thuc pham tien loi satrafoods,TRẦN QUANG THUẬN,"464 Huỳnh Tấn Phát, Khu phố 7",thi tran nha be,nha be,,ban le nhom san pham theo danh muc,3114,2023-08-03,,,,,,ho chi minh,chi nhanh tong cong ty thuong mai sai gon - tnhh mot thanh vien - trung tam đieu hanh cua hang tien loi satra (satrafoods) - cua hang thuc pham tien loi satrafoods,nha be,thi tran nha be,2026-08-02,13.0,True
3115,,NN,,2023-07-26,2023-08-11,,chi nhanh cong ty tnhh gtj,,"14 Đường Số 63, Khu Phố 1",thanh my loi,thu đuc,,"kinh doanh: rau, cu, qua",3115,2023-08-03,,,,,,ho chi minh,chi nhanh cong ty tnhh gtj,thu đuc,thanh my loi,2026-08-02,8.0,True
3116,,CT,,2023-07-24,2023-08-22,,chi nhanh 1 - cong ty tnhh banh ai hue,TRẦN TRIỆU PHÚ,31-33 Phạm Bân,13,5,,san xuat banh tu bot; ban le nhom san pham theo danh muc,3116,2023-08-03,,,,,,ho chi minh,chi nhanh 1 - cong ty tnhh banh ai hue,5,13,2026-08-02,10.0,True
3117,,NN,,2023-07-27,2023-08-14,,ho kinh doanh tan thuan,,11 đường Nguyễn Bặc,3,tan binh,,"san xuat: bo vien, kho bo",3117,2023-08-03,,,,,,ho chi minh,ho kinh doanh tan thuan,tan binh,3,2026-08-02,7.0,True
3118,,YT,,2023-07-19,2023-08-17,,đia điem kinh doanh cong ty tnhh huynh nguyen royal - ghill coffee,NGUYỄN VĂN GIANG,783 Kha Vạn Cân ,linh tay,thu đuc,,kinh doanh dich vu an uong,3118,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh huynh nguyen royal - ghill coffee,thu đuc,linh tay,2026-08-02,15.0,True
3119,,NN,,2023-07-26,2023-08-17,,cong ty tnhh thuong mai thuy san tien tom cho ba chieu,,14 Vũ Tùng,2,binh thanh,317354255.0,kinh doanh thuy san,3119,2023-08-03,,,,,,ho chi minh,cong ty tnhh thuong mai thuy san tien tom cho ba chieu,binh thanh,2,2026-08-02,8.0,True
3120,,YT,,2023-07-26,2023-08-24,,đia điem kinh doanh so 3 cong ty tnhh nha hang ba vui,TRƯƠNG VĂN BỬU LONG,120 Ung Văn Khiêm,25,binh thanh,,kinh doanh dich vu an uong,3120,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh so 3 cong ty tnhh nha hang ba vui,binh thanh,25,2026-08-02,8.0,True
3121,,YT,,2023-07-26,2023-08-24,,cong ty tnhh quan an truong tho,HỨA VĂN NĂNG,"214 Phạm Thái Bường, Khu Phố Mỹ Hoàng",tan phong,7,,kinh doanh dich vu an uong,3121,2023-08-03,,,,,,ho chi minh,cong ty tnhh quan an truong tho,7,tan phong,2026-08-02,8.0,True
3122,,YT,,2023-07-26,2023-08-24,,cong ty co phan thuong mai hachichi,LƯU THỊ THÚY HÀ,"486 Huỳnh Tấn Phát, Khu phố 2",binh thuan,7,,kinh doanh dich vu an uong,3122,2023-08-03,,,,,,ho chi minh,cong ty co phan thuong mai hachichi,7,binh thuan,2026-08-02,8.0,True
3123,,YT,,2023-07-26,2023-08-24,,cong ty tnhh mot thanh vien nuoc uong bao ngoc,NGÔ THANH SANG,"935/25 Huỳnh Tấn Phát, Khu phố 2",phu thuan,7,,san xuat nuoc uong đong binh,3123,2023-08-03,,,,,,ho chi minh,cong ty tnhh mot thanh vien nuoc uong bao ngoc,7,phu thuan,2026-08-02,8.0,True
3124,,YT,,2023-07-27,2023-08-25,,cong ty tnhh vua ngong quay hong kong,NGUYỄN TRƯỜNG GIANG,998 Nguyễn Văn Linh,tan phong,7,,kinh doanh dich vu an uong,3124,2023-08-03,,,,,,ho chi minh,cong ty tnhh vua ngong quay hong kong,7,tan phong,2026-08-02,7.0,True
3125,,YT,,2023-07-27,2023-08-25,,đia điem kinh doanh - cong ty tnhh cung cap thuc pham may,PHẠM THỊ THÙY DUNG,Số 07 Đường 23,tan phu,7,,kinh doanh dich vu an uong,3125,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh - cong ty tnhh cung cap thuc pham may,7,tan phu,2026-08-02,7.0,True
3126,,NN,,2023-07-27,2023-08-11,,ho kinh doanh ut thy,,130 Đường số 17,tan kieng,7,,"che bien: chan ga sa tac, chan ga sot thai, cha que, cha chien, cha com, cha lua",3126,2023-08-03,,,,,,ho chi minh,ho kinh doanh ut thy,7,tan kieng,2026-08-02,7.0,True
3127,,CT,,2023-07-27,2023-08-25,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh so 325,PHẠM VĂN TRỌNG,Số 2 Hồ Đắc Di,tay thanh,tan phu,,ban le nhom san pham theo danh muc,3127,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh so 325,tan phu,tay thanh,2026-08-02,7.0,True
3128,,YT,,2023-07-18,2023-08-16,,cong ty tnhh german hospitality group,TRẦN TRỌNG KHÔI,"Khu A, số 53 Võ Trường Toản ",thao đien,thu đuc,,kinh doanh dich vu an uong,3128,2023-08-03,,,,,,ho chi minh,cong ty tnhh german hospitality group,thu đuc,thao đien,2026-08-02,16.0,True
3129,,YT,,2023-07-27,2023-08-24,,cong ty tnhh dich vu ky,KIM YẾN,40/12 Phạm Viết Chánh,19,binh thanh,,kinh doanh dich vu an uong,3129,2023-08-03,,,,,,ho chi minh,cong ty tnhh dich vu ky,binh thanh,19,2026-08-02,7.0,True
3130,,YT,,2023-07-21,2023-08-21,,cong ty tnhh mtv nha hang vip night,TRẦN QUANG HƯNG,60 Bùi Thị Xuân,ben thanh,1,,kinh doanh dich vu an uong,3130,2023-08-03,,,,,,ho chi minh,cong ty tnhh mtv nha hang vip night,1,ben thanh,2026-08-02,13.0,True
3131,,YT,,2023-07-21,2023-08-21,,cong ty tnhh nha hang sht ktv,TRẦN THỊ HỒNG DIỄM,14 Nguyễn Thái Học,cau ong lanh,1,,kinh doanh dich vu an uong,3131,2023-08-03,,,,,,ho chi minh,cong ty tnhh nha hang sht ktv,1,cau ong lanh,2026-08-02,13.0,True
3132,,YT,,2023-07-21,2023-08-21,,cong ty tnhh k-bop,PARK JAESEOK,39 Trần Đình Xu,cau kho,1,,kinh doanh dich vu an uong,3132,2023-08-03,,,,,,ho chi minh,cong ty tnhh k-bop,1,cau kho,2026-08-02,13.0,True
3133,,YT,,2023-07-20,2023-08-18,,đia điem kinh doanh cong ty trach nhiem huu han pelo,TRẦN LÝ THẠCH THẢO,60-62 Trần Khắc Chân,tan đinh,1,,kinh doanh dich vu an uong,3133,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh cong ty trach nhiem huu han pelo,1,tan đinh,2026-08-02,14.0,True
3134,,YT,,2023-07-26,2023-08-24,,đia điem kinh doanh so 03 - cong ty tnhh chb food,NGUYỄN MẠNH ĐỨC,Số 4D Đường Võ Thị Sáu,tan đinh,1,,kinh doanh dich vu an uong,3134,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh so 03 - cong ty tnhh chb food,1,tan đinh,2026-08-02,8.0,True
3135,,YT,,2023-07-26,2023-08-24,,cong ty tnhh thuong mai dich vu thuc pham tuong lai,NGUYỄN LÂM VIÊN,84 Nguyễn Du,ben nghe,1,,kinh doanh dich vu an uong,3135,2023-08-03,,,,,,ho chi minh,cong ty tnhh thuong mai dich vu thuc pham tuong lai,1,ben nghe,2026-08-02,8.0,True
3136,,NN,,2023-07-25,2023-08-10,,ho kinh doanh nguyen thai nhan,,E9/20 Khu phố 5,thi tran tan tuc,binh chanh,,"che bien: heo quay, vit quay, ga quay",3136,2023-08-03,,,,,,ho chi minh,ho kinh doanh nguyen thai nhan,binh chanh,thi tran tan tuc,2026-08-02,9.0,True
3137,,NN,,2023-07-25,2023-08-10,,ho kinh doanh cherry kim chi,,D3/3 Ấp 4,le minh xuan,binh chanh,,"che bien: da heo, da ga, chan ga, rong bien, muoi tom rang tieu, thanh ngu coc, top mo",3137,2023-08-03,,,,,,ho chi minh,ho kinh doanh cherry kim chi,binh chanh,le minh xuan,2026-08-02,9.0,True
3138,,NN,,2023-07-25,2023-08-10,,cong ty co phan thuc pham quoc te long phung,,"Lô D5B Đường số 9, Khu Công nghiệp Lê Minh Xuân",tan nhut,binh chanh,302587218.0,"che bien cac san pham tu thit, thuy san",3138,2023-08-03,,,,,,ho chi minh,cong ty co phan thuc pham quoc te long phung,binh chanh,tan nhut,2026-08-02,9.0,True
3139,,YT,,2023-07-24,2023-08-22,,cong ty co phan phan phoi truong phat - chi nhanh dn,VŨ TUẤN KHANH,29 Đồng Nai,15,10,,kinh doanh dich vu an uong,3139,2023-08-03,,,,,,ho chi minh,cong ty co phan phan phoi truong phat - chi nhanh dn,10,15,2026-08-02,10.0,True
3140,,YT,,2023-07-26,2023-08-24,,chi nhanh cong ty tnhh simple f&b- cua hang xin bo food,TÔN ĐỨC THẮNG LONG,318 Hòa Hảo,4,10,,kinh doanh dich vu an uong,3140,2023-08-03,,,,,,ho chi minh,chi nhanh cong ty tnhh simple f&b- cua hang xin bo food,10,4,2026-08-02,8.0,True
3141,,YT,,2023-07-24,2023-08-22,,cua hang lotteria phan xich long,LEE WOO JU,1-C5 đường Phan Xích Long,7,phu nhuan,,kinh doanh dich vu an uong,3141,2023-08-03,,,,,,ho chi minh,cua hang lotteria phan xich long,phu nhuan,7,2026-08-02,10.0,True
3142,,NN,,2023-07-26,2023-08-11,,chi nhanh cong ty tnhh san xuat - thuong mai - xuat nhap khau ngoc lien - nha may thuc pham ngoc lien,,"2/245 Dương Công Khi, Ấp Tân Lập",tan thoi nhi,hoc mon,,"che bien thuc pham dang muoi va chua ngot co nguon goc thuc vat, đong vat va thuy san; pha che, đong goi: cac loai mam, nuoc mam, nuoc cham, sot gia vi cac loai, đong goi rau, cu, qua đong lanh",3142,2023-08-03,,,,,,ho chi minh,chi nhanh cong ty tnhh san xuat - thuong mai - xuat nhap khau ngoc lien - nha may thuc pham ngoc lien,hoc mon,tan thoi nhi,2026-08-02,8.0,True
3143,,NN,,2023-07-26,2023-08-11,,chi nhanh cong ty tnhh san xuat thuong mai đau tu hoang phat,,"34 đường Thạnh Lộc 50, khu phố 2",thanh loc,12,,"che bien mon an san: che, rau cau, tau hu, banh flan, ha cao, moc tom thit, pho mai que, xiu mai. san xuat: banh tu bot, nuoc sam, nuoc nha đam, nuoc hat chia",3143,2023-08-03,,,,,,ho chi minh,chi nhanh cong ty tnhh san xuat thuong mai đau tu hoang phat,12,thanh loc,2026-08-02,8.0,True
3144,,NN,,2023-07-26,2023-08-11,,cong ty tnhh thuong mai dich vu mot thanh vien nguyen tan hoang quan,,266A Tô Ngọc Vân,thanh xuan,12,317220290.0,kinh doanh thit,3144,2023-08-03,,,,,,ho chi minh,cong ty tnhh thuong mai dich vu mot thanh vien nguyen tan hoang quan,12,thanh xuan,2026-08-02,8.0,True
3145,,YT,,2023-07-25,2023-08-22,,đia điem kinh doanh cong ty tnhh mau xanh cham,NGUYỄN ANH ĐỨC,182 Nguyễn Văn Hưởng,thao đien,thu đuc,,kinh doanh dich vu an uong,3145,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh mau xanh cham,thu đuc,thao đien,2026-08-02,9.0,True
3146,,YT,,2023-07-24,2023-08-22,,đia điem kinh doanh 212- cong ty co phan dich vu ca phe cao nguyen,LÊ THÁI ANH,"54 Đường 2, Khu nhà ở Vạn Phúc 1, KP 5",hiep binh phuoc,thu đuc,,kinh doanh dich vu an uong,3146,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh 212- cong ty co phan dich vu ca phe cao nguyen,thu đuc,hiep binh phuoc,2026-08-02,10.0,True
3147,,YT,,2023-07-25,2023-08-22,,đia điem kinh doanh linh thai van lung - cong ty tnhh đau tu kinh doanh xuat nhap khau minh quang,TRẦN THANH HIỀN,"Số 93/6 Tam Châu, Khu phố 5",tam phu,thu đuc,,kinh doanh dich vu an uong,3147,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh linh thai van lung - cong ty tnhh đau tu kinh doanh xuat nhap khau minh quang,thu đuc,tam phu,2026-08-02,9.0,True
3148,,YT,,2023-07-25,2023-08-22,,đia điem kinh doanh linh chieu - cong ty tnhh đau tu kinh doanh xuat nhap khau minh quang,TRẦN THANH HIỀN,"48/45 Đường Chương Dương, khu phố 1",linh chieu,thu đuc,,kinh doanh dich vu an uong,3148,2023-08-03,,,,,,ho chi minh,đia điem kinh doanh linh chieu - cong ty tnhh đau tu kinh doanh xuat nhap khau minh quang,thu đuc,linh chieu,2026-08-02,9.0,True
